GEO_ID,NAME,P2_001N,P2_002N,P2_003N,P2_004N,
Geography,Geographic Area Name, !!Total:, !!Total:!!Urban, !!Total:!!Rural, !!Total:!!Not defined for this file,Predominant Type
860Z200US47104,ZCTA5 47104,93,0,93,0,Rural
860Z200US47106,ZCTA5 47106,4771,0,4771,0,Rural
860Z200US47108,ZCTA5 47108,2218,0,2218,0,Rural
860Z200US47110,ZCTA5 47110,469,0,469,0,Rural
860Z200US47111,ZCTA5 47111,16972,11175,5797,0,Urban
860Z200US47112,ZCTA5 47112,17404,5696,11708,0,Rural
860Z200US47114,ZCTA5 47114,422,0,422,0,Rural
860Z200US47115,ZCTA5 47115,2579,0,2579,0,Rural
860Z200US47116,ZCTA5 47116,698,0,698,0,Rural
860Z200US47117,ZCTA5 47117,4304,0,4304,0,Rural
860Z200US47118,ZCTA5 47118,3253,0,3253,0,Rural
860Z200US47119,ZCTA5 47119,12173,4056,8117,0,Rural
860Z200US47120,ZCTA5 47120,938,0,938,0,Rural
860Z200US47122,ZCTA5 47122,11185,0,11185,0,Rural
860Z200US47123,ZCTA5 47123,131,0,131,0,Rural
860Z200US47124,ZCTA5 47124,4981,0,4981,0,Rural
860Z200US47125,ZCTA5 47125,1714,0,1714,0,Rural
860Z200US47126,ZCTA5 47126,4555,0,4555,0,Rural
860Z200US47129,ZCTA5 47129,19739,19739,0,0,Urban
860Z200US47130,ZCTA5 47130,48481,48377,104,0,Urban
860Z200US47135,ZCTA5 47135,1271,0,1271,0,Rural
860Z200US47136,ZCTA5 47136,4699,0,4699,0,Rural
860Z200US47137,ZCTA5 47137,1300,0,1300,0,Rural
860Z200US47138,ZCTA5 47138,4398,0,4398,0,Rural
860Z200US47140,ZCTA5 47140,2811,0,2811,0,Rural
860Z200US47141,ZCTA5 47141,1563,0,1563,0,Rural
860Z200US47142,ZCTA5 47142,861,0,861,0,Rural
860Z200US47143,ZCTA5 47143,3800,593,3207,0,Rural
860Z200US47145,ZCTA5 47145,1908,0,1908,0,Rural
860Z200US47147,ZCTA5 47147,1022,0,1022,0,Rural
860Z200US47150,ZCTA5 47150,49395,47434,1961,0,Urban
860Z200US47160,ZCTA5 47160,138,0,138,0,Rural
860Z200US47161,ZCTA5 47161,3764,0,3764,0,Rural
860Z200US47162,ZCTA5 47162,906,0,906,0,Rural
860Z200US47163,ZCTA5 47163,1551,0,1551,0,Rural
860Z200US47164,ZCTA5 47164,3609,0,3609,0,Rural
860Z200US47165,ZCTA5 47165,6208,0,6208,0,Rural
860Z200US47166,ZCTA5 47166,1276,0,1276,0,Rural
860Z200US47167,ZCTA5 47167,15683,6617,9066,0,Rural
860Z200US47170,ZCTA5 47170,14877,7578,7299,0,Urban
860Z200US47172,ZCTA5 47172,19821,16967,2854,0,Urban
860Z200US47174,ZCTA5 47174,124,0,124,0,Rural
860Z200US47175,ZCTA5 47175,870,0,870,0,Rural
860Z200US47177,ZCTA5 47177,1462,0,1462,0,Rural
860Z200US47201,ZCTA5 47201,45969,32627,13342,0,Urban
860Z200US47203,ZCTA5 47203,27006,22236,4770,0,Urban
860Z200US47220,ZCTA5 47220,5737,0,5737,0,Rural
860Z200US47223,ZCTA5 47223,1437,0,1437,0,Rural
860Z200US47224,ZCTA5 47224,606,0,606,0,Rural
860Z200US47225,ZCTA5 47225,65,0,65,0,Rural
860Z200US47226,ZCTA5 47226,205,0,205,0,Rural
860Z200US47227,ZCTA5 47227,1545,0,1545,0,Rural
860Z200US47229,ZCTA5 47229,3186,0,3186,0,Rural
860Z200US47230,ZCTA5 47230,2057,0,2057,0,Rural
860Z200US47231,ZCTA5 47231,1091,0,1091,0,Rural
860Z200US47232,ZCTA5 47232,2460,0,2460,0,Rural
860Z200US47234,ZCTA5 47234,1428,0,1428,0,Rural
860Z200US47235,ZCTA5 47235,1780,0,1780,0,Rural
860Z200US47236,ZCTA5 47236,131,0,131,0,Rural
860Z200US47240,ZCTA5 47240,21940,12529,9411,0,Urban
860Z200US47243,ZCTA5 47243,6037,3981,2056,0,Urban
860Z200US47244,ZCTA5 47244,688,0,688,0,Rural
860Z200US47246,ZCTA5 47246,4343,0,4343,0,Rural
860Z200US47247,ZCTA5 47247,178,0,178,0,Rural
860Z200US47250,ZCTA5 47250,22596,13466,9130,0,Urban
860Z200US47260,ZCTA5 47260,1733,0,1733,0,Rural
860Z200US47263,ZCTA5 47263,174,0,174,0,Rural
860Z200US47264,ZCTA5 47264,1302,0,1302,0,Rural
860Z200US47265,ZCTA5 47265,20074,6700,13374,0,Rural
860Z200US47270,ZCTA5 47270,758,0,758,0,Rural
860Z200US47272,ZCTA5 47272,1852,0,1852,0,Rural
860Z200US47273,ZCTA5 47273,1917,0,1917,0,Rural
860Z200US47274,ZCTA5 47274,33035,24247,8788,0,Urban
860Z200US47280,ZCTA5 47280,867,778,89,0,Urban
860Z200US47281,ZCTA5 47281,1543,0,1543,0,Rural
860Z200US47282,ZCTA5 47282,236,236,0,0,Urban
860Z200US47283,ZCTA5 47283,3526,0,3526,0,Rural
860Z200US47302,ZCTA5 47302,25704,21384,4320,0,Urban
860Z200US47303,ZCTA5 47303,24069,20005,4064,0,Urban
860Z200US47304,ZCTA5 47304,30366,28489,1877,0,Urban
860Z200US47305,ZCTA5 47305,3629,3629,0,0,Urban
860Z200US47306,ZCTA5 47306,4628,4628,0,0,Urban
860Z200US47320,ZCTA5 47320,3978,0,3978,0,Rural
860Z200US47324,ZCTA5 47324,150,0,150,0,Rural
860Z200US47325,ZCTA5 47325,571,0,571,0,Rural
860Z200US47326,ZCTA5 47326,2321,0,2321,0,Rural
860Z200US47327,ZCTA5 47327,4345,0,4345,0,Rural
860Z200US47330,ZCTA5 47330,5523,2675,2848,0,Rural
860Z200US47331,ZCTA5 47331,22782,14401,8381,0,Urban
860Z200US47334,ZCTA5 47334,3171,1619,1552,0,Urban
860Z200US47335,ZCTA5 47335,610,0,610,0,Rural
860Z200US47336,ZCTA5 47336,3455,0,3455,0,Rural
860Z200US47337,ZCTA5 47337,182,0,182,0,Rural
860Z200US47338,ZCTA5 47338,2680,0,2680,0,Rural
860Z200US47339,ZCTA5 47339,641,0,641,0,Rural
860Z200US47340,ZCTA5 47340,2744,0,2744,0,Rural
860Z200US47341,ZCTA5 47341,2191,0,2191,0,Rural
860Z200US47342,ZCTA5 47342,2533,0,2533,0,Rural
860Z200US47344,ZCTA5 47344,123,0,123,0,Rural
860Z200US47345,ZCTA5 47345,1378,0,1378,0,Rural
860Z200US47346,ZCTA5 47346,3865,0,3865,0,Rural
860Z200US47348,ZCTA5 47348,9507,6135,3372,0,Urban
860Z200US47351,ZCTA5 47351,429,0,429,0,Rural
860Z200US47352,ZCTA5 47352,902,0,902,0,Rural
860Z200US47353,ZCTA5 47353,5576,0,5576,0,Rural
860Z200US47354,ZCTA5 47354,1072,0,1072,0,Rural
860Z200US47355,ZCTA5 47355,2546,0,2546,0,Rural
860Z200US47356,ZCTA5 47356,5831,0,5831,0,Rural
860Z200US47357,ZCTA5 47357,1107,0,1107,0,Rural
860Z200US47358,ZCTA5 47358,919,0,919,0,Rural
860Z200US47359,ZCTA5 47359,2744,0,2744,0,Rural
860Z200US47360,ZCTA5 47360,1451,0,1451,0,Rural
860Z200US47361,ZCTA5 47361,134,0,134,0,Rural
860Z200US47362,ZCTA5 47362,30184,18555,11629,0,Urban
860Z200US47366,ZCTA5 47366,57,0,57,0,Rural
860Z200US47367,ZCTA5 47367,98,0,98,0,Rural
860Z200US47368,ZCTA5 47368,2637,0,2637,0,Rural
860Z200US47369,ZCTA5 47369,1216,0,1216,0,Rural
860Z200US47370,ZCTA5 47370,158,0,158,0,Rural
860Z200US47371,ZCTA5 47371,12143,6364,5779,0,Urban
860Z200US47373,ZCTA5 47373,2015,0,2015,0,Rural
860Z200US47374,ZCTA5 47374,45304,38788,6516,0,Urban
860Z200US47380,ZCTA5 47380,1917,0,1917,0,Rural
860Z200US47381,ZCTA5 47381,139,0,139,0,Rural
860Z200US47382,ZCTA5 47382,136,0,136,0,Rural
860Z200US47383,ZCTA5 47383,2724,848,1876,0,Rural
860Z200US47384,ZCTA5 47384,1936,0,1936,0,Rural
860Z200US47385,ZCTA5 47385,1581,0,1581,0,Rural
860Z200US47386,ZCTA5 47386,1085,0,1085,0,Rural
860Z200US47387,ZCTA5 47387,726,0,726,0,Rural
860Z200US47388,ZCTA5 47388,292,0,292,0,Rural
860Z200US47390,ZCTA5 47390,5061,3395,1666,0,Urban
860Z200US47392,ZCTA5 47392,100,0,100,0,Rural
860Z200US47393,ZCTA5 47393,1745,0,1745,0,Rural
860Z200US47394,ZCTA5 47394,8064,4797,3267,0,Urban
860Z200US47396,ZCTA5 47396,7446,5493,1953,0,Urban
860Z200US47401,ZCTA5 47401,41225,33524,7701,0,Urban
860Z200US47403,ZCTA5 47403,33066,25770,7296,0,Urban
860Z200US47404,ZCTA5 47404,23799,19928,3871,0,Urban
860Z200US47405,ZCTA5 47405,305,305,0,0,Urban
860Z200US47406,ZCTA5 47406,7924,7924,0,0,Urban
860Z200US47408,ZCTA5 47408,22917,17313,5604,0,Urban
860Z200US47420,ZCTA5 47420,176,0,176,0,Rural
860Z200US47421,ZCTA5 47421,27798,13265,14533,0,Rural
860Z200US47424,ZCTA5 47424,8893,0,8893,0,Rural
860Z200US47427,ZCTA5 47427,1082,0,1082,0,Rural
860Z200US47429,ZCTA5 47429,7485,5305,2180,0,Urban
860Z200US47431,ZCTA5 47431,1316,0,1316,0,Rural
860Z200US47432,ZCTA5 47432,4429,0,4429,0,Rural
860Z200US47433,ZCTA5 47433,3974,0,3974,0,Rural
860Z200US47434,ZCTA5 47434,19,0,19,0,Rural
860Z200US47435,ZCTA5 47435,7,0,7,0,Rural
860Z200US47436,ZCTA5 47436,1440,0,1440,0,Rural
860Z200US47437,ZCTA5 47437,91,0,91,0,Rural
860Z200US47438,ZCTA5 47438,4032,0,4032,0,Rural
860Z200US47441,ZCTA5 47441,8972,5298,3674,0,Urban
860Z200US47443,ZCTA5 47443,1134,0,1134,0,Rural
860Z200US47445,ZCTA5 47445,90,0,90,0,Rural
860Z200US47446,ZCTA5 47446,9425,0,9425,0,Rural
860Z200US47448,ZCTA5 47448,7816,0,7816,0,Rural
860Z200US47449,ZCTA5 47449,482,0,482,0,Rural
860Z200US47451,ZCTA5 47451,1177,1167,10,0,Urban
860Z200US47452,ZCTA5 47452,5285,0,5285,0,Rural
860Z200US47453,ZCTA5 47453,366,0,366,0,Rural
860Z200US47454,ZCTA5 47454,7684,0,7684,0,Rural
860Z200US47455,ZCTA5 47455,55,0,55,0,Rural
860Z200US47456,ZCTA5 47456,1302,0,1302,0,Rural
860Z200US47457,ZCTA5 47457,25,0,25,0,Rural
860Z200US47458,ZCTA5 47458,34,34,0,0,Urban
860Z200US47459,ZCTA5 47459,3346,0,3346,0,Rural
860Z200US47460,ZCTA5 47460,11560,0,11560,0,Rural
860Z200US47462,ZCTA5 47462,4850,0,4850,0,Rural
860Z200US47464,ZCTA5 47464,198,0,198,0,Rural
860Z200US47465,ZCTA5 47465,666,0,666,0,Rural
860Z200US47467,ZCTA5 47467,34,0,34,0,Rural
860Z200US47468,ZCTA5 47468,1180,0,1180,0,Rural
860Z200US47469,ZCTA5 47469,1782,0,1782,0,Rural
860Z200US47470,ZCTA5 47470,1516,0,1516,0,Rural
860Z200US47471,ZCTA5 47471,2567,0,2567,0,Rural
860Z200US47501,ZCTA5 47501,18003,12920,5083,0,Urban
860Z200US47512,ZCTA5 47512,4002,0,4002,0,Rural
860Z200US47513,ZCTA5 47513,2057,0,2057,0,Rural
860Z200US47514,ZCTA5 47514,1647,0,1647,0,Rural
860Z200US47515,ZCTA5 47515,819,0,819,0,Rural
860Z200US47516,ZCTA5 47516,1246,0,1246,0,Rural
860Z200US47519,ZCTA5 47519,556,0,556,0,Rural
860Z200US47520,ZCTA5 47520,3230,1449,1781,0,Rural
860Z200US47521,ZCTA5 47521,972,0,972,0,Rural
860Z200US47522,ZCTA5 47522,250,0,250,0,Rural
860Z200US47523,ZCTA5 47523,3433,0,3433,0,Rural
860Z200US47524,ZCTA5 47524,494,0,494,0,Rural
860Z200US47525,ZCTA5 47525,337,0,337,0,Rural
860Z200US47527,ZCTA5 47527,1918,0,1918,0,Rural
860Z200US47528,ZCTA5 47528,519,0,519,0,Rural
860Z200US47529,ZCTA5 47529,1004,0,1004,0,Rural
860Z200US47531,ZCTA5 47531,906,0,906,0,Rural
860Z200US47532,ZCTA5 47532,4507,0,4507,0,Rural
860Z200US47535,ZCTA5 47535,582,0,582,0,Rural
860Z200US47537,ZCTA5 47537,782,0,782,0,Rural
860Z200US47541,ZCTA5 47541,1228,0,1228,0,Rural
860Z200US47542,ZCTA5 47542,9992,6117,3875,0,Urban
860Z200US47546,ZCTA5 47546,22445,16749,5696,0,Urban
860Z200US47550,ZCTA5 47550,797,0,797,0,Rural
860Z200US47551,ZCTA5 47551,592,0,592,0,Rural
860Z200US47552,ZCTA5 47552,174,0,174,0,Rural
860Z200US47553,ZCTA5 47553,8625,0,8625,0,Rural
860Z200US47557,ZCTA5 47557,1329,0,1329,0,Rural
860Z200US47558,ZCTA5 47558,5021,0,5021,0,Rural
860Z200US47561,ZCTA5 47561,1514,0,1514,0,Rural
860Z200US47562,ZCTA5 47562,4994,0,4994,0,Rural
860Z200US47564,ZCTA5 47564,1375,0,1375,0,Rural
860Z200US47567,ZCTA5 47567,5804,0,5804,0,Rural
860Z200US47568,ZCTA5 47568,848,0,848,0,Rural
860Z200US47573,ZCTA5 47573,31,0,31,0,Rural
860Z200US47574,ZCTA5 47574,148,0,148,0,Rural
860Z200US47575,ZCTA5 47575,1015,0,1015,0,Rural
860Z200US47576,ZCTA5 47576,378,0,378,0,Rural
860Z200US47577,ZCTA5 47577,1222,0,1222,0,Rural
860Z200US47578,ZCTA5 47578,649,0,649,0,Rural
860Z200US47579,ZCTA5 47579,2715,0,2715,0,Rural
860Z200US47580,ZCTA5 47580,252,0,252,0,Rural
860Z200US47581,ZCTA5 47581,3534,0,3534,0,Rural
860Z200US47584,ZCTA5 47584,154,0,154,0,Rural
860Z200US47585,ZCTA5 47585,429,0,429,0,Rural
860Z200US47586,ZCTA5 47586,11027,7312,3715,0,Urban
860Z200US47588,ZCTA5 47588,591,0,591,0,Rural
860Z200US47590,ZCTA5 47590,779,0,779,0,Rural
860Z200US47591,ZCTA5 47591,24984,19800,5184,0,Urban
860Z200US47596,ZCTA5 47596,191,0,191,0,Rural
860Z200US47597,ZCTA5 47597,961,0,961,0,Rural
860Z200US47598,ZCTA5 47598,3107,0,3107,0,Rural
860Z200US47601,ZCTA5 47601,14088,6671,7417,0,Rural
860Z200US47610,ZCTA5 47610,5442,4211,1231,0,Urban
860Z200US47611,ZCTA5 47611,1157,0,1157,0,Rural
860Z200US47612,ZCTA5 47612,868,0,868,0,Rural
860Z200US47613,ZCTA5 47613,2694,0,2694,0,Rural
860Z200US47615,ZCTA5 47615,1477,0,1477,0,Rural
860Z200US47616,ZCTA5 47616,305,0,305,0,Rural
860Z200US47619,ZCTA5 47619,1535,0,1535,0,Rural
860Z200US47620,ZCTA5 47620,12989,6715,6274,0,Urban
860Z200US47630,ZCTA5 47630,38309,35929,2380,0,Urban
860Z200US47631,ZCTA5 47631,1908,0,1908,0,Rural
860Z200US47633,ZCTA5 47633,2455,0,2455,0,Rural
860Z200US47634,ZCTA5 47634,2193,0,2193,0,Rural
860Z200US47635,ZCTA5 47635,5178,0,5178,0,Rural
860Z200US47637,ZCTA5 47637,1396,0,1396,0,Rural
860Z200US47638,ZCTA5 47638,3620,0,3620,0,Rural
860Z200US47639,ZCTA5 47639,4549,0,4549,0,Rural
860Z200US47640,ZCTA5 47640,950,0,950,0,Rural
860Z200US47648,ZCTA5 47648,4510,0,4510,0,Rural
860Z200US47649,ZCTA5 47649,1374,0,1374,0,Rural
860Z200US47654,ZCTA5 47654,41,0,41,0,Rural
860Z200US47660,ZCTA5 47660,4762,0,4762,0,Rural
860Z200US47665,ZCTA5 47665,3798,0,3798,0,Rural
860Z200US47666,ZCTA5 47666,1332,0,1332,0,Rural
860Z200US47670,ZCTA5 47670,11934,8343,3591,0,Urban
860Z200US47683,ZCTA5 47683,83,0,83,0,Rural
860Z200US47708,ZCTA5 47708,501,501,0,0,Urban
860Z200US47710,ZCTA5 47710,18470,18044,426,0,Urban
860Z200US47711,ZCTA5 47711,31266,31186,80,0,Urban
860Z200US47712,ZCTA5 47712,24895,21128,3767,0,Urban
860Z200US47713,ZCTA5 47713,9916,9916,0,0,Urban
860Z200US47714,ZCTA5 47714,32827,32827,0,0,Urban
860Z200US47715,ZCTA5 47715,28959,28443,516,0,Urban
860Z200US47720,ZCTA5 47720,17188,8882,8306,0,Urban
860Z200US47725,ZCTA5 47725,19220,15624,3596,0,Urban
860Z200US47802,ZCTA5 47802,34229,25319,8910,0,Urban
860Z200US47803,ZCTA5 47803,21832,19829,2003,0,Urban
860Z200US47804,ZCTA5 47804,10093,10042,51,0,Urban
860Z200US47805,ZCTA5 47805,12875,7512,5363,0,Urban
860Z200US47807,ZCTA5 47807,12063,12063,0,0,Urban
860Z200US47809,ZCTA5 47809,2360,2360,0,0,Urban
860Z200US47831,ZCTA5 47831,17,0,17,0,Rural
860Z200US47832,ZCTA5 47832,919,0,919,0,Rural
860Z200US47833,ZCTA5 47833,1043,0,1043,0,Rural
860Z200US47834,ZCTA5 47834,19430,9960,9470,0,Urban
860Z200US47836,ZCTA5 47836,36,0,36,0,Rural
860Z200US47837,ZCTA5 47837,1186,0,1186,0,Rural
860Z200US47838,ZCTA5 47838,3931,0,3931,0,Rural
860Z200US47840,ZCTA5 47840,1420,0,1420,0,Rural
860Z200US47841,ZCTA5 47841,2135,0,2135,0,Rural
860Z200US47842,ZCTA5 47842,9790,6383,3407,0,Urban
860Z200US47845,ZCTA5 47845,177,0,177,0,Rural
860Z200US47846,ZCTA5 47846,661,0,661,0,Rural
860Z200US47847,ZCTA5 47847,1014,0,1014,0,Rural
860Z200US47848,ZCTA5 47848,1523,0,1523,0,Rural
860Z200US47849,ZCTA5 47849,407,0,407,0,Rural
860Z200US47850,ZCTA5 47850,2389,0,2389,0,Rural
860Z200US47851,ZCTA5 47851,14,0,14,0,Rural
860Z200US47853,ZCTA5 47853,184,184,0,0,Urban
860Z200US47854,ZCTA5 47854,850,0,850,0,Rural
860Z200US47855,ZCTA5 47855,680,0,680,0,Rural
860Z200US47857,ZCTA5 47857,443,443,0,0,Urban
860Z200US47858,ZCTA5 47858,628,0,628,0,Rural
860Z200US47859,ZCTA5 47859,1096,0,1096,0,Rural
860Z200US47860,ZCTA5 47860,243,0,243,0,Rural
860Z200US47861,ZCTA5 47861,556,0,556,0,Rural
860Z200US47862,ZCTA5 47862,1548,0,1548,0,Rural
860Z200US47863,ZCTA5 47863,146,0,146,0,Rural
860Z200US47865,ZCTA5 47865,25,0,25,0,Rural
860Z200US47866,ZCTA5 47866,443,0,443,0,Rural
860Z200US47868,ZCTA5 47868,2776,0,2776,0,Rural
860Z200US47869,ZCTA5 47869,116,0,116,0,Rural
860Z200US47870,ZCTA5 47870,6,0,6,0,Rural
860Z200US47871,ZCTA5 47871,235,0,235,0,Rural
860Z200US47872,ZCTA5 47872,8075,0,8075,0,Rural
860Z200US47874,ZCTA5 47874,3161,101,3060,0,Rural
860Z200US47875,ZCTA5 47875,6,0,6,0,Rural
860Z200US47876,ZCTA5 47876,348,0,348,0,Rural
860Z200US47879,ZCTA5 47879,2908,0,2908,0,Rural
860Z200US47880,ZCTA5 47880,61,0,61,0,Rural
860Z200US47881,ZCTA5 47881,332,0,332,0,Rural
860Z200US47882,ZCTA5 47882,8487,4874,3613,0,Urban
860Z200US47884,ZCTA5 47884,214,0,214,0,Rural
860Z200US47885,ZCTA5 47885,9231,2737,6494,0,Rural
860Z200US47901,ZCTA5 47901,3750,3750,0,0,Urban
860Z200US47904,ZCTA5 47904,16571,16500,71,0,Urban
860Z200US47905,ZCTA5 47905,41787,33420,8367,0,Urban
860Z200US47906,ZCTA5 47906,73579,64486,9093,0,Urban
860Z200US47907,ZCTA5 47907,17,17,0,0,Urban
860Z200US47909,ZCTA5 47909,42759,37630,5129,0,Urban
860Z200US47916,ZCTA5 47916,66,0,66,0,Rural
860Z200US47917,ZCTA5 47917,436,0,436,0,Rural
860Z200US47918,ZCTA5 47918,5802,0,5802,0,Rural
860Z200US47920,ZCTA5 47920,2665,0,2665,0,Rural
860Z200US47921,ZCTA5 47921,1115,0,1115,0,Rural
860Z200US47922,ZCTA5 47922,1482,0,1482,0,Rural
860Z200US47923,ZCTA5 47923,3597,0,3597,0,Rural
860Z200US47924,ZCTA5 47924,187,0,187,0,Rural
860Z200US47925,ZCTA5 47925,94,0,94,0,Rural
860Z200US47926,ZCTA5 47926,1132,0,1132,0,Rural
860Z200US47928,ZCTA5 47928,1723,0,1723,0,Rural
860Z200US47929,ZCTA5 47929,805,0,805,0,Rural
860Z200US47930,ZCTA5 47930,1053,0,1053,0,Rural
860Z200US47932,ZCTA5 47932,5271,0,5271,0,Rural
860Z200US47933,ZCTA5 47933,28092,17863,10229,0,Urban
860Z200US47940,ZCTA5 47940,1438,0,1438,0,Rural
860Z200US47941,ZCTA5 47941,1309,1297,12,0,Urban
860Z200US47942,ZCTA5 47942,668,0,668,0,Rural
860Z200US47943,ZCTA5 47943,914,0,914,0,Rural
860Z200US47944,ZCTA5 47944,3561,0,3561,0,Rural
860Z200US47946,ZCTA5 47946,1892,0,1892,0,Rural
860Z200US47948,ZCTA5 47948,1279,0,1279,0,Rural
860Z200US47949,ZCTA5 47949,1245,0,1245,0,Rural
860Z200US47950,ZCTA5 47950,878,0,878,0,Rural
860Z200US47951,ZCTA5 47951,2061,0,2061,0,Rural
860Z200US47952,ZCTA5 47952,2628,0,2628,0,Rural
860Z200US47954,ZCTA5 47954,2267,0,2267,0,Rural
860Z200US47955,ZCTA5 47955,993,0,993,0,Rural
860Z200US47957,ZCTA5 47957,1759,0,1759,0,Rural
860Z200US47958,ZCTA5 47958,172,0,172,0,Rural
860Z200US47959,ZCTA5 47959,2843,147,2696,0,Rural
860Z200US47960,ZCTA5 47960,15029,10488,4541,0,Urban
860Z200US47963,ZCTA5 47963,1937,0,1937,0,Rural
860Z200US47964,ZCTA5 47964,114,0,114,0,Rural
860Z200US47965,ZCTA5 47965,539,0,539,0,Rural
860Z200US47966,ZCTA5 47966,418,0,418,0,Rural
860Z200US47967,ZCTA5 47967,746,0,746,0,Rural
860Z200US47968,ZCTA5 47968,967,0,967,0,Rural
860Z200US47969,ZCTA5 47969,217,0,217,0,Rural
860Z200US47970,ZCTA5 47970,1955,0,1955,0,Rural
860Z200US47971,ZCTA5 47971,1819,0,1819,0,Rural
860Z200US47974,ZCTA5 47974,1106,0,1106,0,Rural
860Z200US47975,ZCTA5 47975,682,0,682,0,Rural
860Z200US47977,ZCTA5 47977,2235,0,2235,0,Rural
860Z200US47978,ZCTA5 47978,10815,5509,5306,0,Urban
860Z200US47980,ZCTA5 47980,1103,0,1103,0,Rural
860Z200US47981,ZCTA5 47981,911,0,911,0,Rural
860Z200US47982,ZCTA5 47982,120,0,120,0,Rural
860Z200US47983,ZCTA5 47983,274,0,274,0,Rural
860Z200US47986,ZCTA5 47986,54,0,54,0,Rural
860Z200US47987,ZCTA5 47987,3802,0,3802,0,Rural
860Z200US47989,ZCTA5 47989,1277,0,1277,0,Rural
860Z200US47990,ZCTA5 47990,1629,0,1629,0,Rural
860Z200US47991,ZCTA5 47991,1051,0,1051,0,Rural
860Z200US47992,ZCTA5 47992,1425,0,1425,0,Rural
860Z200US47993,ZCTA5 47993,3983,0,3983,0,Rural
860Z200US47994,ZCTA5 47994,507,0,507,0,Rural
860Z200US47995,ZCTA5 47995,1651,0,1651,0,Rural
860Z200US47997,ZCTA5 47997,116,0,116,0,Rural
